"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20","gene 21","gene 22","gene 23","gene 24","gene 25","gene 26","gene 27","gene 28","gene 29","gene 30","gene 31","gene 32","gene 33","gene 34","gene 35","gene 36","gene 37","gene 38","gene 39","gene 40","gene 41","gene 42","gene 43","gene 44","gene 45","gene 46","gene 47","gene 48","gene 49","gene 50","gene 51","gene 52","gene 53","gene 54","gene 55","gene 56","gene 57","gene 58","gene 59","gene 60","gene 61","gene 62","gene 63","gene 64","gene 65","gene 66","gene 67","gene 68","gene 69","gene 70","gene 71","gene 72","gene 73","gene 74","gene 75","gene 76","gene 77","gene 78","gene 79","gene 80","gene 81","gene 82","gene 83","gene 84","gene 85","gene 86","gene 87","gene 88","gene 89","gene 90","gene 91","gene 92","gene 93","gene 94","gene 95","gene 96","gene 97","gene 98","gene 99","gene 100"
"spot 64",9,0,0,0,0,1,15,21,0,0,0,0,5,1,0,5,0,13,7,10,13,0,5,0,8,7,3,0,0,5,12,9,0,11,6,0,4,10,16,0,7,7,0,0,5,4,10,3,0,9,10,0,19,4,15,0,0,4,10,11,16,0,3,0,0,6,0,33,0,0,0,7,11,4,10,0,5,6,0,0,0,2,8,2,11,9,14,5,0,5,0,7,9,4,0,8,7,10,0,5
"spot 65",0,0,0,3,0,0,0,0,0,0,12,1,5,0,6,0,0,4,8,6,0,16,0,0,7,4,4,0,4,6,0,6,3,2,2,0,3,0,12,0,0,5,4,12,4,5,2,0,1,0,2,1,0,0,5,17,5,3,10,0,0,6,13,3,3,3,0,0,0,15,0,1,7,3,0,9,4,0,4,4,0,0,10,2,12,6,11,6,6,3,5,7,13,12,9,0,2,14,3,4
"spot 66",1,0,0,3,1,1,0,0,1,0,0,0,7,0,0,0,0,17,18,9,0,13,0,0,13,0,10,4,9,10,0,0,0,0,3,2,8,12,12,18,6,3,16,12,0,4,7,0,10,11,16,5,11,4,0,22,0,3,19,11,50,9,10,0,4,0,1,18,12,0,9,2,0,8,2,0,8,3,0,10,0,6,7,0,0,0,16,0,11,0,10,10,19,19,27,8,0,9,6,0
"spot 67",1,5,2,2,0,0,0,2,0,2,24,14,7,0,16,0,15,0,0,25,21,15,24,6,20,14,7,9,7,18,0,6,8,30,4,9,10,11,13,14,14,11,0,0,0,9,0,19,8,17,24,0,17,8,31,27,10,9,10,8,74,0,31,14,0,0,0,0,0,0,0,0,13,5,0,23,6,10,6,10,15,0,18,3,15,24,24,0,9,11,12,17,0,13,0,0,0,14,6,10
"spot 68",0,2,3,2,2,1,0,0,0,0,17,15,21,0,12,9,17,24,26,29,25,0,8,5,9,0,0,11,0,21,31,7,18,12,5,10,19,12,28,19,8,0,17,0,11,0,15,29,0,23,0,7,15,0,18,35,11,11,19,15,39,20,0,0,3,0,7,0,9,46,21,3,24,19,0,17,27,0,8,0,5,0,17,0,12,22,0,0,14,7,11,0,0,0,26,19,0,3,13,0
"spot 69",0,2,0,4,1,0,1,0,1,0,32,23,12,5,0,12,7,0,15,11,19,15,28,3,16,0,0,6,7,0,43,7,18,0,2,8,8,11,0,0,22,7,0,22,11,0,21,0,0,0,0,15,23,5,21,73,6,9,37,15,50,17,11,4,12,10,6,0,0,34,0,11,16,0,7,13,14,0,0,11,16,10,23,9,10,32,25,14,14,23,0,20,0,12,30,7,9,8,8,17
"spot 70",0,0,0,0,0,1,0,0,2,0,29,0,8,1,0,0,11,17,12,17,6,7,0,3,0,5,12,5,10,0,15,10,0,5,0,7,10,11,16,10,3,0,14,9,6,0,11,9,4,9,14,5,0,4,16,19,0,3,12,7,14,10,6,5,0,0,1,17,7,28,9,6,11,0,7,9,0,0,4,0,8,4,14,5,9,0,16,3,13,19,4,13,18,13,16,10,1,0,0,4
"spot 71",0,2,0,0,0,0,0,1,2,0,2,0,1,0,2,0,3,4,12,5,4,5,5,0,0,3,3,2,1,2,0,5,6,7,1,4,0,0,4,8,5,0,6,2,0,7,9,6,4,0,5,2,2,0,6,14,4,2,0,0,9,1,2,2,2,0,0,12,2,11,4,0,5,5,0,0,4,0,1,0,2,3,0,0,11,8,10,2,5,3,0,0,11,7,8,10,1,1,0,6
"spot 72",0,1,0,0,1,0,2,5,8,7,0,20,0,0,12,12,0,32,11,18,38,0,0,17,24,20,0,8,0,0,27,19,44,17,9,5,3,14,0,37,0,0,31,0,0,13,0,0,0,21,34,0,23,6,40,44,16,7,0,0,51,18,0,23,14,22,7,0,0,52,0,8,0,3,7,25,20,5,0,19,18,27,0,8,18,13,40,0,16,22,23,31,38,13,0,34,0,11,0,14
"spot 73",1,0,0,3,3,0,3,4,3,2,0,16,0,2,15,5,0,0,0,11,14,0,0,3,21,4,5,4,5,5,31,0,15,5,5,6,0,0,0,0,8,6,23,19,9,2,13,8,0,15,0,0,16,2,0,40,13,0,3,12,35,15,12,10,3,11,1,20,7,0,11,6,18,0,0,4,6,13,0,0,0,0,0,8,0,12,9,6,9,20,7,21,14,11,22,0,0,0,2,0
"spot 74",0,2,2,2,2,1,0,4,3,0,0,11,7,1,7,5,7,0,19,5,0,0,4,0,10,5,4,0,5,0,15,3,15,7,0,4,3,6,7,16,4,0,12,5,1,0,0,4,6,0,0,4,0,0,14,0,4,4,6,0,25,6,0,6,7,6,4,16,0,16,0,5,12,2,0,3,5,13,7,4,0,0,0,3,0,9,17,0,10,4,0,0,12,0,8,0,0,8,0,3
"spot 75",0,3,1,7,0,5,1,1,1,2,0,8,6,3,24,0,8,0,0,17,8,12,4,0,11,3,7,2,8,19,0,6,8,6,9,2,8,7,16,0,0,8,0,0,5,11,8,12,6,25,10,5,10,5,32,29,7,4,6,0,13,0,9,5,0,11,3,19,0,0,7,6,0,0,3,4,0,3,7,0,0,5,14,5,9,13,13,8,9,7,8,9,0,6,35,0,3,6,5,9
"spot 76",2,0,0,11,0,1,2,2,0,4,0,26,0,5,24,15,19,0,42,0,32,40,16,6,17,0,11,9,12,10,0,0,26,13,0,14,13,16,0,0,0,20,31,19,0,10,13,24,0,28,13,0,12,12,30,47,20,0,0,0,68,0,19,20,0,9,12,41,0,45,15,0,22,0,0,10,17,0,14,13,0,13,32,2,28,0,0,14,0,26,0,39,36,0,51,39,14,12,3,15
"spot 77",4,0,1,6,0,2,3,0,4,1,15,0,0,2,24,7,0,20,0,12,0,0,14,1,20,8,0,9,7,0,0,0,5,0,6,0,10,15,27,24,10,11,20,18,2,0,0,13,7,19,16,6,22,2,24,0,10,7,7,17,0,15,0,21,0,12,0,12,0,40,0,9,10,5,7,19,0,0,16,4,10,8,18,2,6,8,19,12,12,19,4,23,22,0,19,17,5,0,0,5
"spot 78",3,0,6,0,2,0,6,0,5,6,31,20,14,7,29,0,22,31,26,38,38,21,0,5,29,0,14,7,17,24,27,22,0,0,0,11,17,25,0,27,9,16,0,0,19,0,30,26,0,29,38,19,25,0,51,61,15,0,35,19,66,17,0,17,12,25,7,0,25,65,0,9,25,8,13,0,14,0,16,0,11,0,27,11,0,30,38,14,17,19,0,33,36,29,24,33,7,14,17,21
"spot 79",0,0,1,6,0,0,0,3,3,0,7,5,4,1,0,9,1,0,9,10,11,10,9,2,5,7,3,0,11,5,0,1,3,10,1,3,0,3,0,11,0,0,0,0,3,3,0,0,0,0,0,2,7,4,0,9,10,7,9,0,0,2,6,0,1,8,2,0,0,0,5,0,11,0,3,4,3,0,0,6,3,0,8,4,7,4,8,0,11,12,2,7,6,9,15,7,0,2,3,3
"spot 80",0,5,3,0,4,2,0,2,4,2,0,0,4,3,15,0,7,27,0,14,16,31,0,0,18,14,0,0,6,10,20,0,15,8,7,6,6,0,28,17,6,0,10,0,9,0,0,16,9,14,16,0,11,0,31,0,6,7,21,6,30,11,23,11,8,0,5,28,13,36,17,8,9,3,8,12,0,8,0,0,7,6,25,2,14,0,19,4,0,9,0,26,0,0,18,15,3,5,6,5
"spot 81",1,0,2,9,0,0,3,6,1,0,21,0,8,5,0,8,11,19,17,15,21,9,10,0,12,11,11,2,5,15,13,9,14,0,0,4,0,12,18,12,4,12,16,18,0,4,13,23,6,18,9,3,7,9,28,31,1,9,13,8,34,0,6,8,5,9,5,18,6,42,5,8,0,0,12,10,0,9,7,8,0,0,26,6,0,6,10,7,10,0,6,19,15,13,19,0,6,8,8,7
"spot 82",5,0,3,12,0,3,0,5,0,5,29,22,15,3,7,0,0,0,6,14,0,6,8,5,0,16,14,7,0,0,16,0,0,19,6,0,3,13,0,18,8,7,0,0,14,7,15,0,14,15,0,4,21,3,0,32,8,0,12,0,54,6,23,11,5,12,0,28,17,28,0,0,19,2,0,8,3,11,9,7,10,13,0,3,15,0,21,9,15,16,5,16,0,9,0,12,8,10,0,8
"spot 83",6,3,5,6,11,12,0,6,7,12,65,25,0,15,0,15,0,0,28,0,0,17,13,6,0,6,13,6,13,43,48,0,8,0,15,18,18,0,0,0,10,0,0,25,0,9,38,54,23,35,0,11,0,9,36,0,9,0,38,12,0,20,32,22,19,0,7,0,12,0,20,15,35,13,17,26,0,27,14,6,16,27,38,20,55,0,20,6,24,15,7,49,33,42,0,35,0,14,15,0
"spot 84",0,6,5,11,6,4,0,5,0,1,0,7,7,0,20,11,4,18,16,0,15,13,18,0,11,0,13,7,4,16,18,10,16,10,0,0,7,0,21,16,0,5,13,14,4,0,0,0,0,13,14,7,25,4,0,0,0,9,10,8,42,10,12,0,0,4,3,21,12,22,13,17,12,0,0,21,5,3,13,8,9,10,0,3,12,17,9,13,7,11,12,40,0,8,13,14,7,12,0,8
"spot 85",0,0,0,0,0,6,0,0,6,0,14,9,8,3,8,0,7,9,0,8,0,0,10,0,11,0,0,7,2,0,13,0,0,10,1,0,3,8,8,12,6,0,4,0,0,0,5,1,9,0,12,4,0,7,14,16,9,4,9,6,34,4,9,12,6,12,0,18,16,0,0,2,0,4,0,7,0,0,4,3,2,0,7,1,15,6,0,7,7,8,1,13,0,12,9,10,1,0,6,7
"spot 86",4,6,0,6,0,2,7,3,8,4,20,9,0,2,0,1,5,0,8,9,13,0,0,4,10,8,0,9,4,0,0,0,0,6,0,9,6,11,16,6,0,3,0,0,10,0,0,12,1,8,9,3,0,7,7,15,6,3,0,0,27,8,11,0,6,4,1,17,9,15,0,7,0,0,0,2,0,4,5,6,7,5,0,3,8,7,0,4,7,4,7,0,0,0,16,0,3,8,6,7
"spot 87",6,0,1,0,5,1,8,6,14,0,0,10,0,0,12,3,0,15,0,10,11,0,4,0,9,3,0,0,0,7,12,13,0,4,4,0,5,5,4,3,8,6,10,6,7,0,10,12,0,14,16,9,10,0,15,15,7,6,4,8,39,0,7,6,3,4,4,15,12,30,0,2,0,3,0,13,5,8,6,5,8,0,0,3,3,12,0,3,7,0,0,16,0,8,18,0,5,2,0,3
"spot 88",2,0,0,4,3,4,8,0,9,4,0,12,4,3,7,12,5,6,0,7,22,7,6,3,2,7,4,3,6,0,11,7,5,4,1,3,6,6,7,9,7,5,15,4,4,4,3,0,8,15,7,3,0,9,17,16,0,0,12,2,0,6,7,12,0,3,0,10,6,25,7,3,0,0,0,5,3,0,0,0,4,4,15,3,11,7,18,0,0,8,5,0,0,8,14,5,2,3,2,2
"spot 89",1,0,0,0,5,0,2,5,0,0,0,7,0,0,0,0,6,12,0,6,8,4,1,1,7,5,8,2,2,7,0,5,0,13,0,0,0,4,5,3,3,4,4,7,0,3,0,0,0,0,0,0,0,2,0,0,3,7,11,0,17,6,4,4,4,0,0,6,0,0,6,0,0,4,3,5,6,0,0,0,2,0,0,0,0,2,9,2,0,10,3,6,0,6,8,0,2,0,3,0
"spot 90",6,9,4,6,5,3,4,5,1,0,12,0,0,1,0,0,12,9,4,6,7,7,0,3,0,7,4,0,0,8,20,0,9,10,4,2,0,2,7,16,1,4,0,0,0,0,8,12,0,9,6,0,7,10,0,21,0,2,2,4,22,0,0,8,0,10,5,12,3,10,8,3,0,6,0,5,0,3,7,3,0,0,11,2,7,5,10,7,9,0,0,0,12,0,15,7,0,2,0,2
"spot 91",0,0,0,0,2,6,6,6,12,3,13,10,0,6,6,5,11,0,11,0,11,17,6,2,4,0,0,0,8,0,0,8,16,4,4,5,0,0,26,0,17,10,0,11,7,0,16,0,10,14,6,4,0,4,0,18,0,0,11,4,0,0,18,15,0,12,0,15,3,0,8,0,0,4,3,17,7,13,4,3,7,3,16,3,10,2,0,0,0,20,0,12,0,8,16,0,0,7,3,12
"spot 92",3,9,0,16,6,9,0,8,12,11,0,6,6,3,11,2,5,0,15,14,21,0,6,0,13,6,9,4,6,5,0,0,14,5,10,0,1,6,16,15,13,0,12,11,0,5,8,9,5,11,5,4,9,5,0,0,5,4,0,6,28,5,13,0,0,8,2,13,0,0,0,8,12,5,3,20,5,5,0,0,5,0,27,0,0,9,10,10,6,0,2,0,0,15,13,14,0,4,4,10
"spot 93",4,6,6,16,0,0,9,0,12,3,26,12,0,0,18,9,3,0,8,14,12,0,0,4,7,5,5,0,3,10,0,8,5,6,2,4,7,0,11,0,10,12,11,11,5,6,8,8,6,9,7,0,0,2,11,30,0,2,14,0,20,0,9,3,4,4,0,0,5,15,10,2,5,0,2,16,0,0,9,0,0,10,12,1,0,0,14,1,11,7,0,15,7,8,11,6,5,0,0,4
"spot 94",2,3,3,15,8,6,0,0,2,5,10,0,4,3,9,7,3,7,10,6,12,9,8,3,0,5,0,0,4,0,18,6,0,7,1,3,3,5,10,9,7,7,12,9,2,0,7,9,7,0,3,0,5,7,0,16,6,0,5,0,19,4,7,2,8,0,0,10,12,24,7,3,12,6,3,2,5,5,9,10,5,5,11,0,11,0,0,0,14,4,0,14,4,6,10,0,0,5,3,4
"spot 95",0,6,0,0,8,2,3,11,15,4,0,16,0,2,4,5,0,4,19,9,10,8,0,0,3,0,8,3,1,3,14,7,8,0,4,0,7,10,12,10,4,5,8,9,4,0,0,0,0,6,0,6,6,2,14,0,2,0,13,0,13,3,6,6,0,3,2,19,0,0,7,4,5,0,6,8,6,6,0,0,6,0,7,0,4,4,7,0,4,4,3,14,0,9,0,12,0,5,0,0
"spot 96",0,4,0,21,0,5,17,8,8,2,0,0,4,1,6,6,0,7,9,10,11,11,6,0,0,5,2,2,0,7,0,5,3,4,0,7,0,0,0,4,4,2,10,1,3,4,0,6,0,9,3,2,9,4,19,12,0,0,0,2,22,1,0,0,0,0,4,0,3,16,10,6,0,0,0,9,2,6,7,6,2,8,8,0,9,0,9,8,10,4,1,8,9,5,15,4,0,4,1,0
"spot 97",0,0,0,3,0,0,1,0,0,0,16,12,8,1,22,6,15,13,16,19,0,11,9,4,12,7,5,8,4,5,13,0,0,7,0,0,6,5,20,0,2,18,24,9,4,11,17,0,14,21,0,6,0,0,0,23,9,0,14,5,23,7,8,7,6,12,1,20,13,28,13,5,0,0,6,14,0,9,13,7,5,14,18,0,20,9,0,0,18,9,5,29,0,0,14,14,7,0,0,9
"spot 98",1,0,0,4,1,2,0,2,1,0,5,7,3,0,21,6,18,10,0,8,15,13,0,0,0,1,0,0,3,11,0,3,6,3,0,8,5,1,0,4,0,0,9,8,5,3,11,4,5,0,7,2,0,5,0,21,0,2,5,0,31,0,4,0,0,7,5,0,8,20,14,0,14,3,0,0,4,5,11,6,6,0,0,2,11,7,12,10,7,13,3,0,0,0,22,13,3,8,5,0
"spot 99",0,0,1,8,1,0,2,3,3,0,54,15,0,0,16,15,18,0,19,19,11,12,13,0,16,16,0,0,0,0,0,11,16,17,0,0,8,8,21,0,13,0,23,24,5,0,0,9,0,18,0,0,0,5,0,54,11,9,15,12,51,13,27,0,7,24,7,0,15,41,14,5,18,10,0,18,13,13,13,13,0,0,21,5,0,17,19,16,19,17,11,23,12,20,36,0,6,0,6,14
"spot 100",0,0,0,0,0,0,0,2,0,1,23,11,0,4,8,17,6,7,15,15,6,0,4,2,0,10,7,3,4,16,0,8,5,0,1,3,0,14,17,7,14,0,8,10,3,4,0,20,0,16,10,16,14,0,13,0,13,0,6,4,0,6,7,0,3,0,4,0,8,37,7,0,11,4,3,0,6,4,12,5,0,0,12,0,0,0,9,5,7,0,0,14,6,0,14,18,2,3,4,3
"spot 101",0,1,0,6,1,0,4,0,2,0,0,12,0,3,0,8,0,17,20,15,19,17,0,3,37,16,20,4,6,17,37,15,0,16,0,0,10,10,45,0,0,8,19,0,7,0,9,0,10,14,15,10,13,7,15,0,0,7,17,6,41,0,13,13,13,22,6,0,16,48,23,0,18,5,6,18,6,13,10,0,0,11,0,8,26,16,0,0,14,13,11,27,15,23,25,0,6,12,7,0
"spot 102",0,0,0,2,0,0,3,1,0,2,22,2,0,0,0,1,0,9,0,13,13,5,0,2,0,4,8,2,3,0,17,0,7,6,2,7,0,5,12,10,6,3,0,9,2,2,7,10,9,4,7,0,8,2,0,0,4,3,11,0,27,0,9,0,0,11,0,11,2,0,11,0,13,9,0,5,10,3,7,0,2,3,12,2,4,0,15,0,10,9,11,13,10,13,7,9,2,1,0,5
"spot 103",0,1,0,2,2,1,0,2,0,0,14,7,8,4,0,4,16,18,5,17,0,0,10,0,6,0,8,0,5,12,21,4,4,12,4,0,1,0,21,6,7,0,18,0,6,0,0,15,12,18,0,6,10,2,0,0,0,0,14,10,0,11,10,6,6,8,6,20,6,0,9,12,0,3,5,4,3,0,10,6,11,7,15,2,0,0,19,0,17,0,7,0,16,7,22,0,5,0,4,0
"spot 104",0,6,0,0,0,1,4,4,2,3,50,0,0,4,0,17,10,18,15,25,0,0,0,2,7,18,16,8,8,30,30,7,17,17,6,21,0,0,30,20,16,17,17,0,18,0,23,0,16,0,0,15,0,0,0,73,12,7,0,33,45,16,31,28,11,18,7,0,28,70,14,11,23,8,7,0,7,20,0,0,16,17,22,11,24,19,34,15,22,0,5,0,28,20,0,0,10,0,0,25
"spot 105",1,0,1,4,0,0,2,2,0,0,12,17,0,5,14,0,18,0,0,10,0,21,7,0,20,12,11,1,0,11,20,9,10,8,7,12,5,0,6,0,0,6,13,0,8,5,0,18,8,0,25,4,18,0,0,0,8,3,18,10,32,11,14,9,8,11,1,17,12,18,8,7,0,0,0,16,0,22,9,5,13,15,22,0,0,2,16,0,13,14,14,0,15,30,28,17,7,7,0,0
"spot 106",0,3,0,0,0,1,0,1,0,1,0,8,2,3,5,6,0,0,11,9,0,11,7,0,11,2,0,0,0,6,11,3,7,5,5,8,5,0,8,4,0,6,5,12,5,0,5,0,7,15,0,1,0,0,0,14,0,3,3,8,26,5,0,6,2,9,0,14,9,22,0,2,0,0,0,7,0,0,4,3,6,5,12,2,6,11,10,0,5,7,1,11,22,0,0,8,5,0,4,4
"spot 107",0,1,0,3,0,0,0,3,1,0,9,5,5,0,0,3,3,2,0,6,12,7,6,0,10,6,5,1,2,6,0,0,8,0,1,0,0,3,0,14,1,3,0,0,0,2,12,0,0,13,6,2,3,0,16,14,0,0,0,6,0,0,0,6,3,6,0,0,6,0,1,5,9,4,0,0,3,5,1,0,0,0,7,0,0,9,0,6,0,0,3,8,12,3,0,9,1,4,3,4
"spot 108",1,4,0,13,2,1,13,0,7,3,15,0,10,1,0,21,18,31,29,0,20,0,7,1,20,19,10,4,14,13,35,17,31,0,0,0,17,0,14,0,8,0,28,15,0,11,19,31,31,32,27,0,0,8,37,0,19,0,22,12,57,18,15,8,11,18,5,0,0,44,25,0,14,13,8,13,16,17,8,0,0,7,27,7,21,18,0,4,0,10,0,39,0,36,47,25,8,0,10,15
"spot 109",1,3,1,7,0,4,5,0,7,4,26,11,5,3,22,9,10,0,19,18,0,0,0,0,0,10,0,3,12,0,0,0,24,13,0,0,13,3,0,0,3,11,26,11,12,9,13,18,10,0,0,0,8,4,37,20,8,0,13,8,52,0,12,12,13,15,3,13,0,31,0,4,20,5,7,0,5,21,12,12,0,17,9,6,10,19,32,4,9,15,9,0,17,10,0,13,0,5,4,9
"spot 110",0,0,0,8,9,3,3,8,7,0,17,0,15,5,28,6,13,22,19,12,12,14,7,0,0,0,14,3,0,11,0,0,22,5,3,0,7,12,9,23,0,0,16,13,14,0,0,0,18,25,0,13,23,10,46,55,17,0,20,18,35,14,29,16,0,12,6,35,5,0,17,0,21,0,8,0,6,6,0,0,0,0,0,0,16,13,37,15,0,20,4,0,25,27,16,8,0,11,4,0
"spot 111",0,6,5,4,0,0,4,8,9,4,32,22,9,2,20,0,12,17,27,16,0,17,0,8,0,12,5,3,11,15,18,7,25,0,8,6,7,7,14,17,3,7,0,9,0,4,9,14,9,20,9,0,0,3,23,0,11,0,0,9,34,11,0,8,0,16,3,16,14,30,0,9,24,12,6,12,9,14,0,0,6,10,12,3,15,0,25,0,28,17,6,0,29,0,19,11,11,16,0,13
"spot 112",0,0,4,4,2,0,2,0,0,0,7,0,4,1,6,0,0,0,8,2,0,7,4,2,6,5,0,2,5,0,16,9,1,6,0,6,0,4,4,0,5,0,16,0,5,4,8,0,0,0,3,4,4,1,0,0,5,5,6,0,8,6,4,8,3,11,4,10,0,0,0,1,4,5,0,4,5,2,0,5,5,0,3,5,7,0,4,6,8,5,6,13,9,10,12,10,2,4,0,2
"spot 113",0,0,0,10,0,0,5,2,4,0,0,19,5,0,17,5,16,15,13,15,13,0,10,3,25,0,0,6,3,9,19,13,0,0,7,0,0,9,0,12,4,7,0,25,8,0,8,20,6,0,0,0,7,4,11,0,6,0,0,7,0,0,15,0,8,11,3,12,8,21,0,4,16,7,5,9,6,0,11,15,0,9,19,4,0,13,21,0,5,0,6,18,0,17,33,0,0,8,6,6
"spot 114",1,0,1,2,2,1,2,0,2,0,14,8,3,1,15,3,0,0,5,8,8,5,0,0,0,4,4,1,0,0,8,6,3,4,4,0,2,3,17,0,5,3,0,0,0,0,5,0,10,0,2,6,6,0,0,21,5,0,0,9,24,0,6,7,3,5,0,14,8,22,5,4,7,0,0,0,4,0,3,2,2,0,11,4,0,6,8,7,8,10,4,18,0,0,8,2,4,9,2,9
"spot 115",0,1,2,2,2,1,6,0,3,2,12,7,2,2,10,0,4,16,10,6,6,4,0,1,0,0,9,5,1,0,8,6,0,0,0,9,6,0,0,7,8,4,5,0,3,2,14,0,0,0,12,2,0,3,15,0,0,0,7,2,13,0,0,0,5,0,0,16,5,17,0,0,7,0,3,9,8,9,13,4,12,6,15,1,0,0,0,0,3,8,4,13,15,0,0,9,0,0,2,0
"spot 116",1,3,2,5,4,0,4,3,5,9,0,8,8,1,11,8,16,9,0,6,18,10,0,1,13,17,5,0,0,0,0,8,4,8,0,4,5,2,11,8,11,0,11,13,0,6,13,24,15,21,10,9,6,13,21,12,8,6,11,11,27,8,20,4,8,0,1,25,8,0,16,0,12,4,3,12,6,15,0,14,13,0,17,4,13,15,28,8,0,10,4,0,13,19,0,16,5,2,0,0
"spot 117",5,4,0,16,0,2,3,0,2,0,0,0,0,0,7,8,0,14,0,10,17,15,0,0,17,0,4,3,5,5,9,0,0,2,0,5,6,0,0,10,10,5,8,0,0,0,7,15,9,14,6,2,0,6,0,37,5,1,12,11,0,15,14,7,2,20,5,18,3,18,6,0,10,6,5,0,11,6,0,7,6,0,19,0,11,14,0,0,0,11,6,0,22,0,22,13,3,0,7,5
"spot 118",2,9,1,9,0,3,0,4,0,5,7,10,0,2,11,0,0,8,5,0,6,0,2,0,8,0,3,1,8,0,13,0,7,6,0,4,1,1,0,11,5,0,0,14,6,6,11,0,0,0,3,0,3,3,6,23,0,0,0,2,0,0,0,0,0,6,0,15,0,15,8,2,0,2,2,6,8,6,0,0,4,4,0,1,6,0,8,0,0,4,8,0,0,0,0,0,2,2,1,6
"spot 119",2,5,0,0,0,0,0,9,6,2,25,13,1,0,14,15,14,5,11,15,0,9,0,5,11,7,5,2,10,4,11,5,7,9,0,7,5,10,21,0,10,7,0,9,0,13,10,5,0,8,10,5,0,2,21,22,0,3,0,0,13,6,15,3,5,0,0,9,12,19,0,7,0,8,6,12,3,0,6,5,0,7,0,2,15,13,0,10,0,9,0,16,19,12,0,13,0,9,4,0
"spot 120",0,0,1,14,2,0,1,0,8,2,14,4,1,0,0,4,6,3,10,4,6,8,0,5,0,5,0,0,0,0,11,4,8,0,0,5,8,0,0,0,5,3,1,9,2,3,7,0,10,0,0,6,6,6,16,20,6,0,6,2,17,0,3,3,0,5,1,14,5,33,4,4,12,3,0,15,2,1,0,5,0,7,0,7,5,6,9,0,6,6,4,0,16,5,0,9,0,2,3,8
"spot 121",3,8,0,12,0,4,1,6,4,2,9,5,2,1,0,2,3,8,8,2,0,14,0,3,6,5,0,0,4,0,5,4,5,5,6,5,1,0,9,6,3,6,5,9,0,1,7,10,0,8,8,5,3,0,12,0,4,3,0,3,16,0,9,4,5,3,0,9,0,9,0,1,4,4,0,3,0,4,8,2,0,0,12,2,8,5,5,4,3,0,5,8,0,3,10,0,1,2,5,2
"spot 122",1,7,4,0,9,0,6,10,7,0,15,0,0,1,0,4,5,12,11,12,18,0,0,1,5,7,0,0,3,12,10,8,8,12,4,5,0,0,11,13,4,4,8,10,4,5,13,8,7,16,11,0,4,0,9,10,7,1,0,0,31,10,14,3,0,5,3,0,0,34,7,0,0,0,0,0,5,14,5,6,10,4,25,7,0,6,6,3,11,0,10,0,0,0,7,8,8,2,3,0
"spot 123",5,5,0,11,0,6,8,7,7,5,17,0,0,4,24,3,14,0,0,0,28,21,0,0,17,7,0,7,6,8,0,0,4,3,2,5,3,5,17,8,0,0,13,8,4,0,15,0,0,0,12,7,0,10,0,0,7,4,0,5,39,4,7,10,6,7,0,18,0,29,13,8,0,2,1,0,4,0,12,0,2,0,0,8,0,0,19,0,8,17,0,15,17,6,22,14,2,7,4,0
"spot 124",1,6,2,19,13,0,9,5,12,0,0,7,2,1,10,7,7,9,0,0,10,11,0,3,7,7,3,2,8,7,15,2,3,8,1,0,5,4,4,11,0,0,15,0,1,10,4,11,0,8,0,4,5,1,17,0,4,10,8,5,14,6,6,6,4,7,0,0,7,0,6,3,0,0,2,4,2,7,7,8,2,0,0,0,0,8,9,0,0,11,4,12,0,3,8,0,4,5,0,0
"spot 125",6,6,3,0,14,0,2,5,19,0,13,13,0,3,15,10,7,0,14,7,19,6,7,4,9,0,6,5,0,7,0,5,11,11,0,6,7,0,7,6,2,0,18,0,8,0,18,16,10,0,7,0,0,0,14,13,3,1,4,16,15,13,16,0,5,5,0,21,8,0,2,3,0,8,3,6,3,4,0,0,3,2,13,0,0,23,9,5,0,23,6,0,14,9,17,9,3,8,6,0
"spot 126",4,6,11,0,7,0,0,9,16,14,0,0,0,1,0,7,8,13,2,7,0,0,9,0,0,0,4,5,1,0,24,8,11,8,0,0,7,0,15,9,0,11,0,0,6,0,14,15,0,9,9,0,6,8,0,11,4,6,0,7,0,4,7,8,5,0,4,16,4,21,10,0,10,0,0,0,0,8,0,2,3,0,12,3,0,13,0,0,14,0,3,16,8,13,12,0,1,10,4,10
"spot 127",8,14,5,19,11,7,0,7,0,0,17,0,2,2,14,10,0,16,16,0,0,0,0,2,12,4,13,3,5,15,0,0,13,6,8,14,0,0,0,0,5,9,8,5,3,0,12,6,0,18,0,3,9,8,13,17,5,3,10,8,21,10,15,7,6,7,6,0,5,24,0,0,0,2,0,0,8,9,0,14,6,0,0,6,18,10,12,9,5,0,4,23,11,10,11,0,3,10,6,5
"spot 128",10,0,4,0,0,0,20,15,0,0,0,10,0,0,2,0,0,10,3,14,10,8,0,2,11,7,4,4,3,11,0,4,0,2,2,6,7,12,10,10,0,4,0,15,3,5,13,0,5,10,8,0,0,0,14,15,6,0,21,8,38,0,12,7,7,6,2,22,4,26,10,4,7,4,0,0,2,6,0,5,9,8,21,2,10,6,15,11,5,0,2,12,13,17,0,11,5,1,4,1
